,titles,images,ratings,prices
77,"Lenovo IdeaPad 3 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00EDIN",https://m.media-amazon.com/images/I/81iiHfKu-iL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
78,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU",https://m.media-amazon.com/images/I/71wIM2u1C0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹61,999"
79,"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray, 2.65kg",https://m.media-amazon.com/images/I/61fuRbFah0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹73,040"
80,"ASUS Vivobook 16X (2022) Thin and Light Laptop,AMD Ryzen 5 5600H, 16.0-inch (40.64 cms) FHD+ 16:10, (8GB RAM/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.80 kg), M1603QA-MB501WS",https://m.media-amazon.com/images/I/61xkKiYZVZL._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,990"
81,"Acer Aspire 3 (Intel Core i3 1215U Processor/ 8GB/ 512 GB SSD/Windows 11 Home/MS Office) A315-59 with 39.6 cm (15.6"") Full HD Display /1.78kg",https://m.media-amazon.com/images/I/81-qfzp7+KL._AC_UY218_.jpg,4.1 out of 5 stars,"₹32,990"
82,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS",https://m.media-amazon.com/images/I/711STEpA3IL._AC_UY218_.jpg,4.1 out of 5 stars,"₹33,880"
83,"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Creator/Gaming Laptop (16GB/512GB SSD/4GB RTX 3050/Win11/Backlit KB/FP Sensor/Silver/1.65 kg), M3500QC-L1502WS",https://m.media-amazon.com/images/I/71sQIj8cI8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,450"
84,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN",https://m.media-amazon.com/images/I/81tmCrtiRgL._AC_UY218_.jpg,4.1 out of 5 stars,"₹67,990"
85,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG",https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,999"
86,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ544WS",https://m.media-amazon.com/images/I/71BUBqd5nJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
87,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1 Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83ER008DIN",https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,970"
88,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61wKPELn55L._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,990"
89,"ASUS Vivobook 15 (2024), 15.6"" (39.62cm) FHD, Intel Core 5 Processor 120U, Thin & Light Laptop (16GB/512GB SSD/Win11/Office 2021/Quiet Blue/1.7 Kg), X1504VAP-NJ542WS",https://m.media-amazon.com/images/I/71vA8LCipnL._AC_UY218_.jpg,4.1 out of 5 stars,"₹67,990"
90,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU",https://m.media-amazon.com/images/I/71oanj0kWxL._AC_UY218_.jpg,4.1 out of 5 stars,"₹38,790"
91,"ASUS Vivobook Go 15 OLED (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504FA-LK545WS",https://m.media-amazon.com/images/I/71nAEVpqXuL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,990"
92,"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual speakers (MSO, Silver, 2.37 kg), fa1307TX",https://m.media-amazon.com/images/I/71NmP9JBy6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹66,990"
93,"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg), 21JF002JIN",https://m.media-amazon.com/images/I/71vm-E3y70L._AC_UY218_.jpg,4.1 out of 5 stars,"₹31,300"
94,"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg",https://m.media-amazon.com/images/I/71rrTTknouL._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,500"
95,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS",https://m.media-amazon.com/images/I/715ILl21q2L._AC_UY218_.jpg,4.1 out of 5 stars,"₹55,990"
96,"Lenovo IdeaPad Slim 5 Intel Core i7 13700H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p +IR Camera/Alexa/3 month Game Pass/Cloud Grey/1.9Kg), 82XF0078IN",https://m.media-amazon.com/images/I/81FnhBmrgRL._AC_UY218_.jpg,4.1 out of 5 stars,"₹86,019"
97,"ASUS Vivobook 16X, AMD Ryzen 7 5800HS, 16"" (40.64 cm) WUXGA, Thin & Light Laptop (16GB RAM/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit/Fingerprint/Silver/1.88 kg), M1603QA-MB742WS",https://m.media-amazon.com/images/I/71HD+TwPD8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
98,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BGIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,990"
99,"Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Laptop 82RK011GIN (39.62 cm, Arctic Grey, 1.63 Kg, with MS Office)",https://m.media-amazon.com/images/I/81a3Ij-xXGL._AC_UY218_.jpg,4.1 out of 5 stars,"₹59,990"
100,"Lenovo IdeaPad Pro 5 Intel Core Ultra 9 185H Built-in AI 16"" (40.6cm) 2K-OLED 400Nits 120Hz Touchscreen Laptop (32GB/1TB SSD/NVIDIA RTX 4050 6GB/Win11/Office/3mon. Game Pass/Grey/1.9Kg), 83D4002PIN",https://m.media-amazon.com/images/I/81oiwYqwI5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,48,990"
101,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS",https://m.media-amazon.com/images/I/71BUBqd5nJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹42,990"
102,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹38,990"
103,"HP Laptop 15, Intel Core Ultra 5 125H, Enhanced by AI, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel graphics, FPR, 1080p FHD camera, Backlit KB (Win 11, Silver, 1.65 kg), fd1099TU",https://m.media-amazon.com/images/I/71IWmEyhidL._AC_UY218_.jpg,4.1 out of 5 stars,"₹71,990"
104,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg",https://m.media-amazon.com/images/I/710kMhJg2lL._AC_UY218_.jpg,4.1 out of 5 stars,"₹25,990"
105,"Lenovo IdeaPad Slim 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA OLED Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE007DIN",https://m.media-amazon.com/images/I/81Y79GYu4bL._AC_UY218_.jpg,4.1 out of 5 stars,"₹61,190"
106,"HP Laptop 14, 13th Gen Intel Core i3-1315U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, FHD Camera w/Privacy Shutter, Thin & Light (Win 11, MSO 2021, Blue, 1.4 kg), gr0000TU",https://m.media-amazon.com/images/I/71KhtoNyiYL._AC_UY218_.jpg,4.1 out of 5 stars,"₹40,980"
107,"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/Office 21/Alexa/3 Month Game Pass/Grey/1.39Kg), 83CV002DIN",https://m.media-amazon.com/images/I/81XI2oO6y1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,07,990"
108,"Dell [Smartchoice 15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Grey/1.48kg",https://m.media-amazon.com/images/I/71TcPkUibVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹36,990"
109,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ523WS",https://m.media-amazon.com/images/I/71whdzBbJoL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,990"
110,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN",https://m.media-amazon.com/images/I/81d4ZCaBnsL._AC_UY218_.jpg,4.1 out of 5 stars,"₹62,990"
111,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.1 out of 5 stars,"₹36,990"
112,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg",https://m.media-amazon.com/images/I/71R0EAl5-JL._AC_UY218_.jpg,4.1 out of 5 stars,"₹25,990"
113,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00",https://m.media-amazon.com/images/I/617Af4lsBNL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,990"
114,"Apple 2023 MacBook Pro (16-inch, M3 Max chip with 16‑core CPU and 40‑core GPU, 48GB Unified Memory, 1TB) - Space Black",https://m.media-amazon.com/images/I/618d5bS2lUL._AC_UY218_.jpg,4.1 out of 5 stars,"₹3,79,990"
115,"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU",https://m.media-amazon.com/images/I/61frCwI6nzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹36,349"
116,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5008TU",https://m.media-amazon.com/images/I/71KGT3+-NXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,073"
117,"ASUS Creator Series Vivobook 14X OLED 2023, Intel Core i5-12450H 12th Gen, 14.0-inch 90Hz, Creator/Gaming Laptop (16GB/512GB SSD/RTX 2050/Win11/FP/63WHr/Silver/1.40 kg),K3405ZFB-KM542WS",https://m.media-amazon.com/images/I/71cgQfNn5nL._AC_UY218_.jpg,4.1 out of 5 stars,"₹69,990"
118,"HP Chromebook 15A Intel Celeron N4500 15.6 Inch (39.6Cm) Hd,Anti-Glare, Chrome OS Micro-Edge Laptop(4Gb Ram/128 Gb Emmc/Intel Uhd Graphics/Google Assistant/Chrome 64/Numeric Keypad) 15A- Na0012Tu",https://m.media-amazon.com/images/I/719ejuM6g4L._AC_UY218_.jpg,4.1 out of 5 stars,"₹21,990"
119,"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U 15.6"" FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82KU024JIN",https://m.media-amazon.com/images/I/51+LmBEJOtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,300"
120,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ543WS",https://m.media-amazon.com/images/I/71whdzBbJoL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
121,"ASUS Vivobook 15 (2023), Intel Core I5-13500H 13Th Gen, 15.6"" (39.62 Cms) Fhd, Thin and Light Laptop (16Gb/512Gb Ssd/Intel Iris X?/Win 11/Office 2021/Backlit Kb/Blue/1.7 Kg), X1502Va-Nj541Ws",https://m.media-amazon.com/images/I/71ikH2lBGKL._AC_UY218_.jpg,4.1 out of 5 stars,"₹60,990"
122,"HP OMEN Gaming Laptop, 14th Gen Intel Core i7-14650HX, 8GB RTX 4060 GPU, 16.1-inch (40.9 cm), FHD, IPS, 144Hz, 300 nits, 16GB DDR5, 1TB SSD, Backlit KB, B&O (MSO, Black, 2.32 kg), wf1096TX/wf1102TX",https://m.media-amazon.com/images/I/71cO11KaVgL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,36,990"
123,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/617LlEbpkTL._AC_UY218_.jpg,4.1 out of 5 stars,"₹71,036"
124,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/ 1 TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/617mK-DMDeL._AC_UY218_.jpg,4.1 out of 5 stars,"₹76,646"
125,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg",https://m.media-amazon.com/images/I/81T5jRKDkvL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,490"
126,"Acer One 14 Laptop Intel Core i5 1135G7 (Windows 11 Home/16GB RAM/512GB SSD) Z8-415 with 35.56 cm (14.0"") Full HD Display",https://m.media-amazon.com/images/I/71kL55KJC+L._AC_UY218_.jpg,4.1 out of 5 stars,"₹39,890"
127,"HP Laptop 15, AMD Ryzen 3 7320U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon graphics, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0026AU",https://m.media-amazon.com/images/I/71JKUw795AL._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,999"
128,"HP Pavilion 14, 11th Gen Intel Core i7-1195G7, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2019, Silver, 1.41 kg), dv1029TU",https://m.media-amazon.com/images/I/71r9yNNRbZL._AC_UY218_.jpg,4.1 out of 5 stars,"₹66,990"
129,"ASUS Vivobook 15, Intel Core i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ741WS",https://m.media-amazon.com/images/I/71QLQ4H6eXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
130,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00V5IN",https://m.media-amazon.com/images/I/81u-5gRjEXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹63,030"
131,"Lenovo LOQ AI Powered AMD Ryzen 5 7640HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT00EEIN",https://m.media-amazon.com/images/I/81XE8r982NL._AC_UY218_.jpg,4.1 out of 5 stars,"₹67,990"
132,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ524WS",https://m.media-amazon.com/images/I/71BUBqd5nJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,990"
133,"Lenovo LOQ AI Powered AMD Ryzen 7 7840HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT004JIN",https://m.media-amazon.com/images/I/81Lhv+kxBzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹83,990"
134,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, FHD camera w/privacy shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0011TU",https://m.media-amazon.com/images/I/71oN5J+uvpL._AC_UY218_.jpg,4.1 out of 5 stars,"₹53,950"
135,"Lenovo IdeaPad Slim 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE004RIN",https://m.media-amazon.com/images/I/81YDx5kCRaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,190"
136,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS",https://m.media-amazon.com/images/I/714HajEtOIL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
137,"HP Laptop 15, AMD Ryzen 3 7320U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon graphics, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0026AU",https://m.media-amazon.com/images/I/71JKUw795AL._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,999"
138,"ASUS Vivobook 15, Intel Core i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ741WS",https://m.media-amazon.com/images/I/71QLQ4H6eXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
139,"HP Laptop 14, Intel® Core™ i3-1215U, 14-inch(35.6 cm), FHD,8GB DDR4,512GB SSD,MSO,Dual Speakers,Win 11,Silver, 1.46 kg,14s-dq5138TU",https://m.media-amazon.com/images/I/71Ch9RpZX6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹38,449"
140,"Samsung Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Graphite, 1.58 Kg, with MS Office)",https://m.media-amazon.com/images/I/71S4rL6SedL._AC_UY218_.jpg,4.1 out of 5 stars,"₹74,018"
141,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), ‎FX706HF-HX018W",https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹50,990"
142,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 Mon Game Pass/Grey/1.6Kg), 83ER00BCIN",https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹53,990"
143,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹38,990"
144,"ASUS Vivobook Go 14 (2023) Thin & Light Laptop,AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, (8GB RAM/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",https://m.media-amazon.com/images/I/71EZt2075RL._AC_UY218_.jpg,4.1 out of 5 stars,"₹40,519"
145,"Dell 15 Laptop, Intel Core i5-1135G7 Processor/ 8GB DDR4/ 512GB SSD/ 15.6"" (39.62cm) FHD/Mobile Connect/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/Thin & Light-1.69kg",https://m.media-amazon.com/images/I/61azqyKuG9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹44,990"
146,"ASUS Vivobook 16, Intel®Core™ i3-1215U 12th Gen, 16-inch (40.64 cm) FHD+, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/FingerPrint/Black/1.88kg), X1605ZAB-MB322WS",https://m.media-amazon.com/images/I/71p1GQQCCWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹39,990"
147,"ASUS Vivobook 16, Intel®Core™ i3-1215U 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/FingerPrint/Black/1.88kg), X1605ZAB-MB342WS",https://m.media-amazon.com/images/I/71p1GQQCCWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹43,990"
148,"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 6GB RTX 4050 GPU, 15.6-inch (39.6 cm), 75W TGP, FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, MSO, Silver, 2.37 kg), fa1134TX",https://m.media-amazon.com/images/I/71RgHVwremL._AC_UY218_.jpg,4.1 out of 5 stars,"₹88,990"
149,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Black/1.8 kg) K3502ZA-L502WS",https://m.media-amazon.com/images/I/71DBkrxqBDL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,990"
150,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Blue, 1.76 Kg",https://m.media-amazon.com/images/I/71hjJHMCeRL._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
151,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU",https://m.media-amazon.com/images/I/71QgP1zCUVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹59,790"
152,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN",https://m.media-amazon.com/images/I/81018PNqYzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
