,titles,images,ratings,prices
227,"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU",https://m.media-amazon.com/images/I/71yXQ8fbQrL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,980"
228,"Lenovo V14 Intel Core i5 12th Gen 14"" (35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg), 82TS005DIH",https://m.media-amazon.com/images/I/51Jzcgtg-9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹43,490"
229,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN",https://m.media-amazon.com/images/I/61UQ4m-H+yL._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
230,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/Office 21/FHD+IR Camera/Alexa/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN",https://m.media-amazon.com/images/I/81Ev2S5nrVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,08,990"
231,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4050) PHN16-72 with 40.64 cm (16"") WUXGA Display",https://m.media-amazon.com/images/I/61JMINh9YiL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,34,999"
232,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN",https://m.media-amazon.com/images/I/81d4ZCaBnsL._AC_UY218_.jpg,4.1 out of 5 stars,"₹62,990"
233,"Dell 14 Laptop, AMD Ryzen 5-5625U Processor, 8GB DDR4, 512GB SSD, 14.0"" (35.56cm) FHD, Win 11 + MSO'21, McAfee 15 Months, Carbon Black, Spill-Resistant Keyboard, Thin & Light- 1.48kg",https://m.media-amazon.com/images/I/61LL19mAACL._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,430"
234,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BG000PIN",https://m.media-amazon.com/images/I/81TnMRtTT0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹61,990"
235,"HP Envy x360, Enhanced by AI, AMD Ryzen 7 8840HS, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, 5MP IR Camera, Poly Studio (Win 11, MSO 2021, Silver, 1.44 kg), fa0052AU",https://m.media-amazon.com/images/I/71RNmaBF4-L._AC_UY218_.jpg,4.1 out of 5 stars,"₹94,490"
236,"ASUS Vivobook 16X (2022), Amd Ryzen 7 5800Hs, 16"" (40.64 Cms) Fhd+, Thin and Laptop (HDMI/16Gb/512Gb Ssd/Windows 11/Office 2021/Alexa Built-in/Backlit Kb/Fp Sensor/Silver/1.88 Kg), M1603Qa-Mb712Ws",https://m.media-amazon.com/images/I/71HD+TwPD8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
237,"ASUS Vivobook 15 (2023), Intel Core I5-13500H 13Th Gen, 15.6"" (39.62 Cms) Fhd, Thin and Light Laptop (16Gb/512Gb Ssd/Intel Iris X?/Win 11/Office 2021/Backlit Kb/Blue/1.7 Kg), X1502Va-Nj541Ws",https://m.media-amazon.com/images/I/71ikH2lBGKL._AC_UY218_.jpg,4.1 out of 5 stars,"₹60,990"
238,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG",https://m.media-amazon.com/images/I/61VCoROxDsL._AC_UY218_.jpg,4.1 out of 5 stars,"₹68,990"
239,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0012TU",https://m.media-amazon.com/images/I/71+Td2t3VDL._AC_UY218_.jpg,4.1 out of 5 stars,"₹62,990"
240,"Dell 15 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Intel UHD Graphics, Windows 11 + MSO'21, 15 Months McAfee, Black, 1.66kg",https://m.media-amazon.com/images/I/71rrTTknouL._AC_UY218_.jpg,4.1 out of 5 stars,"₹42,999"
241,"HP (Renewed) EliteBook 820 G3 12.5 Inch Display,Intel core i5-6th Gen, 8gb Ram, 256gb Ssd,Windows 10 Pro, MS Office 2019,Silver",https://m.media-amazon.com/images/I/71XFVim8xBL._AC_UY218_.jpg,4.1 out of 5 stars,"₹14,820"
242,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam",https://m.media-amazon.com/images/I/61H76AyN6pL._AC_UY218_.jpg,4.1 out of 5 stars,"₹16,990"
243,"HONOR MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray",https://m.media-amazon.com/images/I/71lMEeDJhuL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,990"
244,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (8GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG",https://m.media-amazon.com/images/I/610pMwN1z6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,990"
245,"Dell Alienware m18 R1 Gaming Laptop,Intel Core i9-13900HX/32GB/1TB SSD/NVIDIA RTX 4080 12GB GDDR6/18.0""(45.72cm) QHD 165Hz/Win 11+MSO'21/15 Month McAfee/Backlit KB per-Key AlienFX/Dark Metallic Moon",https://m.media-amazon.com/images/I/71BxDqP7L5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹3,67,950"
246,"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://m.media-amazon.com/images/I/71I130RtM-L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,990"
247,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU",https://m.media-amazon.com/images/I/71zLXs+kTIL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,990"
248,"HP OMEN Gaming Laptop, 13th Gen Intel Core i7-13700HX, 8GB RTX 4060 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.35 kg), wf0111TX",https://m.media-amazon.com/images/I/71x6QZ0gNtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,22,990"
249,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/FP Sensor/Black/1.7 Kg), M1505YA-LK541WS",https://m.media-amazon.com/images/I/81QxLToZunL._AC_UY218_.jpg,4.1 out of 5 stars,"₹55,990"
250,"ASUS Creator Series Vivobook 16X 2023, Intel Core i5-13500H 13th Gen, 16.0-inch FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FP/Black/1.80 kg),K3605VC-MB541WS",https://m.media-amazon.com/images/I/71qE2Mra+cL._AC_UY218_.jpg,4.1 out of 5 stars,"₹71,981"
251,"Acer Aspire Lite 11th Gen Intel Core i3 Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-51, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/617rprfdhRL._AC_UY218_.jpg,4.1 out of 5 stars,"₹33,990"
252,"Dell Inspiron 3511 Laptop, Intel Core I5-1135G7 Processor/ 8GB/ 512GB SSD/ 15.6"" (39.62cm) FHD Display/Backlit KB/Windows 11 + MSO'21/15 Month McAfee/Platinum Silver/ 1.8kg",https://m.media-amazon.com/images/I/51Zl9TAM8kL._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,990"
253,"HP Pavilion Plus Laptop 12th Gen Intel Core i5-12500H, 14inch(35.6 cm) Creator Laptop with HDR 500 Nits OLED Eye Safe Display (16GB RAM/512GB SSD/B&O/Intel Iris Xe Graphics/Win 11/Alexa/14-eh0037TU",https://m.media-amazon.com/images/I/711CM3MHAaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹74,490"
254,"MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-289IN",https://m.media-amazon.com/images/I/71eLe8RYffL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
255,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00V5IN",https://m.media-amazon.com/images/I/81u-5gRjEXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹63,030"
256,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon graphics, FPR, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0031AU",https://m.media-amazon.com/images/I/71FMkTXAT1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹48,490"
257,"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1504ZA-NJ521WS",https://m.media-amazon.com/images/I/71qTbS09tjL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
258,"Dell 14 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/Thin & Light- 1.46kg",https://m.media-amazon.com/images/I/613CYlfdctL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,199"
259,"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/1 TB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC5IN",https://m.media-amazon.com/images/I/71Dh450OVpL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,880"
260,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/75WHr/Silver/1.7 kg) S5504VA-MA543WS",https://m.media-amazon.com/images/I/71hbhqTUnAL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
261,"Dell Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, 15 Month MCAfee, Black, 1.65kg",https://m.media-amazon.com/images/I/61gYJrnKu3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,381"
262,"Dell Vostro 5630 13th Gen Laptop, Intel i5-1335U/16GB LPDDR5/512GB SSD/16.0"" (40.64cm) FHD+ with Comfort View Support,16:10 Aspect Ratio/Windows 11+MSO'2/McAfee 15 Month/Titan Grey/FHD Camera/1.90kgs",https://m.media-amazon.com/images/I/71zvDNWIWVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹76,800"
263,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 8 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹50,994"
264,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 128 GB SSD, 1",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹26,990"
265,"Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 7840HS 16"" (40.64cm) WQXGA IPS 165Hz 300Nits Gaming Laptop (16GB/1TB SSD/Win11/Office/NVIDIA RTX 4060 8GB/Alexa/3 Month Game Pass/Grey/2.4Kg), 82Y9009JIN",https://m.media-amazon.com/images/I/818N44muehL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,15,990"
266,"HP Victus Windows 11 Home Gaming Laptop,12Th Gen Intel Core I5-12450H,4Gb Rtx 2050 Gpu,15.6-Inch (39.6 Cm), Fhd,IPS,8Gb Ddr4, 512Gb Ssd, Backlit Kb,Dual Speakers(Mso, Blue,2.37 Kg),Fa1132Tx/Fa1312Tx",https://m.media-amazon.com/images/I/71RzD87zUUL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,590"
267,"Dell G15 5530 Gaming Laptop, Intel i9-13900HX,16GB DDR5,1TB SSD,NVIDIA RTX 4060-8GB GDDR6, 15.6"" (39.62cm) FHD 165Hz,NVIDIA G-SYNC+DDS Display,Win 11, Backlit Keyboard 4-Zone,Dark Shadow Gray, 2.65 Kg",https://m.media-amazon.com/images/I/71b4naaWtjL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,48,620"
268,"Lenovo LOQ AI Powered AMD Ryzen 7 7840HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT004HIN",https://m.media-amazon.com/images/I/810hIikYNXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹77,990"
269,"HP Laptop 15s, Intel Core i3-1115G4, 15.6 inch(39.6cm) HD Laptop(8GB RAM,512GB SSD,Intel UHD Graphics,Dual Speakers,Win 11,Alexa,Numeric Keypad,1.69 Kgs,Jet Black) 15s-fq2738TU",https://m.media-amazon.com/images/I/71KTcJnSy8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,490"
270,"HP Smartchoice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,1TB SSD,Backlit KB,B&O (Win 11,MSO,Blue,2.37 kg),fa1317TX",https://m.media-amazon.com/images/I/71Qvn-BF4XL._AC_UY218_.jpg,4.1 out of 5 stars,"₹83,999"
271,"ASUS Vivobook S15 OLED (2022) 15.6"" (39.62 cms) FHD OLED, Intel Core i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Green/1.8 kg) K3502ZA-L503WS",https://m.media-amazon.com/images/I/712O0fxa6jL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,990"
272,"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe graphics, FPR, 5MP camera w/privacy shutter (Win 11, MSO 2021, Silver, 1.51 kg), ek1010TU",https://m.media-amazon.com/images/I/71jAhKYD2QL._AC_UY218_.jpg,4.1 out of 5 stars,"₹75,990"
273,"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192WS",https://m.media-amazon.com/images/I/61AxlE+0EUL._AC_UY218_.jpg,4.1 out of 5 stars,"₹90,999"
274,"[Smartchoice] HP OMEN Gaming Laptop, AMD Ryzen 7 7840HS, 8GB RTX 4060 GPU, 16.1"" (40.9cm), FHD, IPS, 165 Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB KB, 7 ms Response time (Win 11, Black, 2.32 kg), xd0020AX",https://m.media-amazon.com/images/I/71KGiUpgxZL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,13,990"
275,"ASUS Vivobook 15 OLED (2023), Intel Core i5-13500H 13th Gen, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Black/1.7 kg), X1505VA-LK541WS",https://m.media-amazon.com/images/I/818mSuevb+L._AC_UY218_.jpg,4.1 out of 5 stars,"₹68,990"
276,"ASUS Vivobook 15X OLED (2023), Intel Core i5-1340P 13th Gen, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/1TB SSD/Iris Xᵉ Graphics/Win 11/Office 2021/Silver/1.6 kg), K3504VA-LK552WS",https://m.media-amazon.com/images/I/713Tr8Mo05L._AC_UY218_.jpg,4.1 out of 5 stars,"₹68,990"
277,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG",https://m.media-amazon.com/images/I/61s-dofl3DL._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
278,Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,https://m.media-amazon.com/images/I/91yXhj4zw5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹42,990"
279,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg), 82XD005RIN",https://m.media-amazon.com/images/I/81nhJCLPnyL._AC_UY218_.jpg,4.1 out of 5 stars,"₹68,990"
280,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Blue/1.7 kg), X1504VA-NJ321WS",https://m.media-amazon.com/images/I/71whdzBbJoL._AC_UY218_.jpg,4.1 out of 5 stars,"₹42,990"
281,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 32 GB Ram & 1TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M1000M (2GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹45,190"
282,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 16 GB Ram & 2TB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,990"
283,"HP Pavilion Plus Laptop AMD RYZEN AI Powered 7-7840U, 14-inch (35.6 cm) OLED, 2.8K UWVA, 16GB RAM, 1TB SSD, Radeon 780M Graphics, B&O, Backlit KB,(Win 11, XBOX Game Pass, Silver, 1.44kg),14-ey0789AU",https://m.media-amazon.com/images/I/71LCD0DnPcL._AC_UY218_.jpg,4.1 out of 5 stars,"₹74,490"
284,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-13500H 13th Gen, 16"" (40.64 cm) FHD+, Creator/Gaming Laptop (16GB/512GB/4GB RTX 3050 /Win11/Office 2021/FP/Black/1.8 kg), K3605VC-MBN541WS",https://m.media-amazon.com/images/I/71qE2Mra+cL._AC_UY218_.jpg,4.1 out of 5 stars,"₹75,990"
285,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Fingerprint/Silver/1.7 kg), M1505YA-LK542WS",https://m.media-amazon.com/images/I/714Omtiv6gL._AC_UY218_.jpg,4.1 out of 5 stars,"₹55,990"
286,"Samsung Galaxy Book2 Pro Intel 12th Gen i5 EvoTM 33.78cm (13.3"") AMOLED Thin & Light Laptop (16 GB/512 GB SSD/Windows 11/MS Office/Backlit KB/Fingerprint Sensor/Silver/0.87Kg), NP930XED-KB3IN",https://m.media-amazon.com/images/I/81OQByV6ovL._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
287,"ASUS TUF Gaming F17 (2022) Intel Core i5-12500H Gaming Laptop,17.3""(43.94 cms) FHD 144Hz, RTX 3050 4GB GPU, (16GB RAM /512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W",https://m.media-amazon.com/images/I/610JNk+B9GL._AC_UY218_.jpg,4.1 out of 5 stars,"₹73,990"
288,"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)",https://m.media-amazon.com/images/I/81NFEnJDJ6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,578"
289,"ASUS TUF Gaming F15 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.30 kg),FX506HF-HN075W",https://m.media-amazon.com/images/I/91JLywJySeL._AC_UY218_.jpg,4.1 out of 5 stars,"₹50,750"
290,"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W",https://m.media-amazon.com/images/I/71xHe8KTh9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,990"
291,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS",https://m.media-amazon.com/images/I/71tGjGxis6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
292,"Dell G15-5530 Gaming Laptop, Intel Core i7-13650HX Processor/16GB/512GB SSD/NVIDIA RTX 3050 (6GB GDDR6)/15.6"" (39.62cm) FHD 120Hz 250 nits/Win 11 + MSO'21/Backlit Keyboard/Dark Shadow Gray/2.65kg",https://m.media-amazon.com/images/I/61fuRbFah0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹95,270"
293,"Samsung Galaxy Book3 Pro 360 Intel 13th Gen i7 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/1 TB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA3IN",https://m.media-amazon.com/images/I/71ef1yicMJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,69,990"
294,HP Omen 12th Gen Intel Core i7-12800HX 17.3 inch(43.9cm) QHD Gaming Laptop(32GB RAM/1TB SSD/RTX 3070Ti 8GB Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/Backlit KB/B&O/Alexa/Xbox Pass) 17-ck1022TX,https://m.media-amazon.com/images/I/71isjqriPML._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,86,990"
295,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/100% sRGB/Office 2021/3 Month Game Pass/Grey/2.4Kg), 83DV00LXIN",https://m.media-amazon.com/images/I/8149ThY8zAL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,990"
296,"Dell Inspiron 5425 Laptop, AMD Ryzen R7-5825U/16GB DDR4/512GB SSD/14.0"" (35.56cm) FHD+ 250 nits with Comfort View/Backlit KB/Win 11 + MSO'21 + 15 Month McAfee/Platinum Silver/Thin & Light-1.54kg",https://m.media-amazon.com/images/I/61pmuHUgSVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹62,330"
297,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UNIN",https://m.media-amazon.com/images/I/61oB8Adr+GL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
298,"ASUS Creator Series Vivobook 16X 2023, Intel Core i9-13900H 13th Gen, 16.0-inch FHD+ 120Hz, Creator/Gaming Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FP/Black/1.80 kg),K3605VC-MB951WS",https://m.media-amazon.com/images/I/71aIik6SP3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,990"
299,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 32 GB Ram & 512 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,694"
300,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 512 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
